station,valid,tmpf,dwpf,relh,sknt,drct,p01i,vsby,skyc1
BDR,2026-08-15 07:52,68.00,59.00,72.95,7.00,20.00,0.00,10.00,CLR
BDR,2026-08-15 08:52,71.00,58.00,63.53,9.00,40.00,0.00,10.00,CLR
BDR,2026-08-15 09:52,74.00,57.00,55.39,8.00,60.00,0.00,10.00,CLR
BDR,2026-08-15 10:52,75.00,58.00,55.53,7.00,90.00,0.00,10.00,CLR
BDR,2026-08-15 11:52,76.00,54.00,46.47,6.00,120.00,0.00,10.00,CLR
BDR,2026-08-15 12:52,77.00,57.00,50.12,7.00,160.00,0.00,10.00,CLR
BDR,2026-08-15 13:52,78.00,56.00,46.78,7.00,180.00,0.00,10.00,CLR
BDR,2026-08-15 14:52,78.00,57.00,48.50,8.00,180.00,0.00,10.00,SCT
BDR,2026-08-15 15:52,78.00,57.00,48.50,6.00,190.00,0.00,10.00,CLR
BDR,2026-08-15 16:52,77.00,58.00,51.96,7.00,200.00,0.00,10.00,SCT
BDR,2026-08-15 17:52,78.00,60.00,54.00,6.00,200.00,0.00,10.00,CLR
BDR,2026-08-15 18:52,78.00,61.00,55.95,3.00,200.00,0.00,10.00,CLR
BDR,2026-08-15 19:52,76.00,62.00,61.93,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-15 20:52,72.00,64.00,75.96,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-15 21:52,72.00,64.00,75.96,3.00,360.00,0.00,10.00,CLR
BDR,2026-08-15 22:52,72.00,61.00,68.35,0.00,0.00,0.00,10.00,SCT
BDR,2026-08-15 23:52,70.00,61.00,73.15,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-16 00:52,68.00,62.00,81.15,0.00,0.00,0.00,10.00,FEW
BDR,2026-08-16 01:52,68.00,61.00,78.33,5.00,10.00,0.00,10.00,BKN
BDR,2026-08-16 02:52,68.00,61.00,78.33,6.00,30.00,0.00,10.00,BKN
BDR,2026-08-16 03:52,67.00,59.00,75.50,9.00,30.00,0.00,10.00,BKN
BDR,2026-08-16 04:52,66.00,57.00,72.74,6.00,30.00,0.00,10.00,SCT
BDR,2026-08-16 05:52,65.00,58.00,78.08,6.00,20.00,0.00,10.00,SCT
BDR,2026-08-16 06:52,65.00,57.00,75.32,7.00,40.00,0.00,10.00,BKN
BDR,2026-08-16 07:52,67.00,56.00,67.78,6.00,40.00,0.00,10.00,CLR
BDR,2026-08-16 08:52,70.00,57.00,63.40,6.00,60.00,0.00,10.00,FEW
BDR,2026-08-16 09:52,72.00,60.00,65.96,6.00,90.00,0.00,10.00,FEW
BDR,2026-08-16 10:52,73.00,63.00,70.91,6.00,90.00,0.00,10.00,CLR
BDR,2026-08-16 11:52,75.00,65.00,71.12,9.00,90.00,0.00,10.00,CLR
BDR,2026-08-16 12:52,76.00,67.00,73.73,8.00,80.00,0.00,10.00,BKN
BDR,2026-08-16 13:52,78.00,69.00,73.93,7.00,130.00,0.00,10.00,SCT
BDR,2026-08-16 14:52,81.00,61.00,50.72,11.00,200.00,0.00,10.00,BKN
BDR,2026-08-16 15:52,79.00,63.00,58.10,11.00,200.00,0.00,10.00,SCT
BDR,2026-08-16 16:52,78.00,64.00,62.18,10.00,190.00,0.00,10.00,OVC
BDR,2026-08-16 17:52,77.00,64.00,64.27,12.00,200.00,0.00,10.00,FEW
BDR,2026-08-16 18:52,75.00,65.00,71.12,7.00,180.00,T,10.00,BKN
BDR,2026-08-16 19:52,75.00,67.00,76.23,8.00,180.00,T,10.00,BKN
BDR,2026-08-16 20:52,72.00,68.00,87.26,11.00,230.00,T,6.00,FEW
BDR,2026-08-16 21:52,72.00,67.00,84.30,8.00,220.00,0.01,8.00,SCT
BDR,2026-08-16 22:52,73.00,66.00,78.74,9.00,200.00,T,10.00,FEW
BDR,2026-08-16 23:52,70.00,68.00,93.38,12.00,220.00,0.01,6.00,FEW
BDR,2026-08-17 00:52,70.00,68.00,93.38,10.00,220.00,0.01,3.00,SCT
BDR,2026-08-17 01:52,69.00,66.00,90.18,9.00,180.00,0.04,10.00,FEW
BDR,2026-08-17 02:52,69.00,66.00,90.18,10.00,170.00,0.00,10.00,OVC
BDR,2026-08-17 03:52,69.00,67.00,93.36,8.00,160.00,T,8.00,BKN
BDR,2026-08-17 04:52,69.00,67.00,93.36,9.00,150.00,T,10.00,BKN
BDR,2026-08-17 05:52,69.00,67.00,93.36,9.00,140.00,T,5.00,OVC
BDR,2026-08-17 06:52,70.00,67.00,90.22,8.00,120.00,0.01,10.00,OVC
BDR,2026-08-17 07:52,70.00,67.00,90.22,7.00,120.00,0.01,1.75,OVC
BDR,2026-08-17 08:52,70.00,68.00,93.38,10.00,100.00,0.01,1.75,OVC
BDR,2026-08-17 09:52,71.00,68.00,90.26,12.00,90.00,T,9.00,OVC
BDR,2026-08-17 10:52,71.00,69.00,93.41,11.00,70.00,0.05,4.00,OVC
BDR,2026-08-17 11:52,71.00,70.00,96.66,10.00,60.00,T,1.75,OVC
BDR,2026-08-17 12:52,71.00,70.00,96.66,8.00,20.00,0.05,1.50,OVC
BDR,2026-08-17 13:52,73.00,71.00,93.47,7.00,40.00,0.01,8.00,OVC
BDR,2026-08-17 14:52,73.00,70.00,90.34,8.00,40.00,0.00,10.00,OVC
BDR,2026-08-17 15:52,74.00,70.00,87.36,6.00,10.00,0.00,10.00,OVC
BDR,2026-08-17 16:52,75.00,70.00,84.49,5.00,30.00,0.00,10.00,OVC
BDR,2026-08-17 17:52,75.00,70.00,84.49,6.00,30.00,0.00,10.00,OVC
BDR,2026-08-17 18:52,75.00,70.00,84.49,5.00,50.00,0.00,10.00,BKN
BDR,2026-08-17 19:52,74.00,69.00,84.43,5.00,50.00,0.00,10.00,CLR
BDR,2026-08-17 20:52,73.00,70.00,90.34,6.00,80.00,0.00,10.00,CLR
BDR,2026-08-17 21:52,73.00,70.00,90.34,3.00,360.00,0.00,10.00,CLR
BDR,2026-08-17 22:52,71.00,69.00,93.41,3.00,340.00,0.00,10.00,CLR
BDR,2026-08-17 23:52,72.00,70.00,93.44,4.00,20.00,0.00,10.00,OVC
BDR,2026-08-18 00:52,71.00,69.00,93.41,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-18 01:52,70.00,69.00,96.64,0.00,0.00,0.00,9.00,CLR
BDR,2026-08-18 02:52,69.00,69.00,100.00,3.00,360.00,0.00,10.00,CLR
BDR,2026-08-18 03:52,69.00,69.00,100.00,3.00,20.00,0.00,10.00,FEW
BDR,2026-08-18 04:52,70.00,69.00,96.64,0.00,0.00,0.00,9.00,OVC
BDR,2026-08-18 05:52,70.00,69.00,96.64,0.00,0.00,0.00,9.00,BKN
BDR,2026-08-18 06:52,71.00,70.00,96.66,0.00,0.00,T,9.00,OVC
BDR,2026-08-18 07:52,72.00,70.00,93.44,3.00,250.00,T,10.00,OVC
BDR,2026-08-18 08:52,74.00,70.00,87.36,0.00,0.00,0.00,10.00,OVC
BDR,2026-08-18 09:52,76.00,70.00,81.72,5.00,30.00,0.00,10.00,FEW
BDR,2026-08-18 10:52,77.00,71.00,81.79,0.00,0.00,0.00,10.00,FEW
BDR,2026-08-18 11:52,78.00,71.00,79.14,4.00,140.00,0.00,10.00,BKN
BDR,2026-08-18 12:52,78.00,71.00,79.14,7.00,160.00,0.00,10.00,CLR
BDR,2026-08-18 13:52,78.00,71.00,79.14,7.00,160.00,0.00,10.00,CLR
BDR,2026-08-18 14:52,80.00,71.00,74.12,6.00,170.00,0.00,10.00,FEW
BDR,2026-08-18 15:52,80.00,71.00,74.12,6.00,150.00,0.00,10.00,FEW
BDR,2026-08-18 16:52,82.00,70.00,67.13,5.00,200.00,0.00,10.00,BKN
BDR,2026-08-18 17:52,80.00,71.00,74.12,5.00,150.00,0.00,10.00,CLR
BDR,2026-08-18 18:52,79.00,73.00,81.93,8.00,170.00,0.00,10.00,CLR
BDR,2026-08-18 19:52,78.00,72.00,81.86,7.00,190.00,0.00,10.00,CLR
BDR,2026-08-18 20:52,76.00,72.00,87.46,10.00,200.00,0.00,10.00,FEW
BDR,2026-08-18 21:52,77.00,73.00,87.51,10.00,220.00,0.00,10.00,OVC
BDR,2026-08-18 22:52,76.00,73.00,90.46,6.00,220.00,0.00,10.00,CLR
BDR,2026-08-18 23:52,76.00,73.00,90.46,6.00,230.00,0.00,10.00,CLR
BDR,2026-08-19 00:52,75.00,72.00,90.42,4.00,250.00,0.00,10.00,CLR
BDR,2026-08-19 01:52,72.00,66.00,81.44,5.00,290.00,0.00,10.00,CLR
BDR,2026-08-19 02:52,70.00,64.00,81.29,3.00,280.00,0.00,10.00,CLR
BDR,2026-08-19 03:52,69.00,64.00,84.12,3.00,300.00,0.00,10.00,SCT
BDR,2026-08-19 04:52,68.00,64.00,87.05,4.00,320.00,0.00,10.00,CLR
BDR,2026-08-19 05:52,68.00,63.00,84.05,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-19 06:52,69.00,62.00,78.41,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-19 07:52,74.00,61.00,63.90,3.00,340.00,0.00,10.00,CLR
BDR,2026-08-19 08:52,77.00,61.00,57.83,3.00,M,0.00,10.00,CLR
BDR,2026-08-19 09:52,80.00,61.00,52.40,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-19 10:52,79.00,64.00,60.17,5.00,170.00,0.00,10.00,CLR
BDR,2026-08-19 11:52,81.00,63.00,54.43,8.00,180.00,0.00,10.00,CLR
BDR,2026-08-19 12:52,80.00,66.00,62.44,9.00,170.00,0.00,10.00,CLR
BDR,2026-08-19 13:52,83.00,60.00,45.88,11.00,200.00,0.00,10.00,CLR
BDR,2026-08-19 14:52,85.00,61.00,44.58,9.00,200.00,0.00,10.00,CLR
BDR,2026-08-19 15:52,85.00,59.00,41.52,8.00,210.00,0.00,10.00,CLR
BDR,2026-08-19 16:52,86.00,62.00,44.74,9.00,210.00,0.00,10.00,SCT
BDR,2026-08-19 17:52,83.00,65.00,54.71,6.00,210.00,0.00,10.00,FEW
BDR,2026-08-19 18:52,82.00,65.00,56.51,7.00,200.00,0.00,10.00,CLR
BDR,2026-08-19 19:52,79.00,67.00,66.78,9.00,190.00,0.00,10.00,CLR
BDR,2026-08-19 20:52,78.00,68.00,71.43,8.00,200.00,0.00,10.00,CLR
BDR,2026-08-19 21:52,78.00,69.00,73.93,6.00,210.00,0.00,10.00,CLR
BDR,2026-08-19 22:52,77.00,70.00,79.06,4.00,230.00,0.00,10.00,CLR
BDR,2026-08-19 23:52,76.00,69.00,78.98,3.00,250.00,0.00,10.00,CLR
