station,valid,tmpf,dwpf,relh,sknt,drct,p01i,vsby,skyc1
BDL,2026-07-20 00:51,65.00,51.00,60.49,5.00,340.00,0.00,10.00,CLR
BDL,2026-07-20 01:51,60.00,51.00,72.13,4.00,330.00,0.00,10.00,CLR
BDL,2026-07-20 02:51,60.00,51.00,72.13,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-20 03:51,55.00,51.00,86.35,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-20 04:51,57.00,53.00,86.46,4.00,170.00,0.00,10.00,FEW
BDL,2026-07-20 05:51,54.00,51.00,89.55,3.00,330.00,0.00,10.00,BKN
BDL,2026-07-20 06:51,58.00,53.00,83.40,0.00,0.00,0.00,10.00,BKN
BDL,2026-07-20 07:51,65.00,53.00,65.12,3.00,180.00,0.00,10.00,BKN
BDL,2026-07-20 08:51,69.00,51.00,52.69,3.00,M,0.00,10.00,BKN
BDL,2026-07-20 09:51,72.00,52.00,49.37,3.00,M,0.00,10.00,BKN
BDL,2026-07-20 10:51,74.00,51.00,44.48,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-20 11:51,78.00,49.00,36.16,9.00,170.00,0.00,10.00,FEW
BDL,2026-07-20 12:51,79.00,50.00,36.32,10.00,230.00,0.00,10.00,FEW
BDL,2026-07-20 13:51,80.00,50.00,35.15,6.00,M,0.00,10.00,FEW
BDL,2026-07-20 14:51,81.00,51.00,35.31,7.00,210.00,0.00,10.00,FEW
BDL,2026-07-20 15:51,81.00,50.00,34.02,8.00,250.00,0.00,10.00,FEW
BDL,2026-07-20 16:51,81.00,50.00,34.02,9.00,200.00,0.00,10.00,FEW
BDL,2026-07-20 17:51,80.00,51.00,36.48,7.00,210.00,0.00,10.00,FEW
BDL,2026-07-20 18:51,79.00,50.00,36.32,9.00,220.00,0.00,10.00,FEW
BDL,2026-07-20 19:51,76.00,51.00,41.61,7.00,190.00,0.00,10.00,FEW
BDL,2026-07-20 20:51,72.00,51.00,47.58,10.00,180.00,0.00,10.00,FEW
BDL,2026-07-20 21:51,70.00,54.00,56.86,9.00,180.00,0.00,10.00,SCT
BDL,2026-07-20 22:51,68.00,56.00,65.48,7.00,190.00,0.00,10.00,SCT
BDL,2026-07-20 23:51,66.00,57.00,72.74,5.00,190.00,0.00,10.00,BKN
BDL,2026-07-21 00:51,65.00,58.00,78.08,6.00,180.00,0.00,10.00,BKN
BDL,2026-07-21 01:51,65.00,59.00,80.92,6.00,180.00,0.00,10.00,BKN
BDL,2026-07-21 02:51,63.00,60.00,89.94,5.00,160.00,0.00,10.00,BKN
BDL,2026-07-21 03:51,64.00,60.00,86.84,4.00,180.00,0.00,10.00,BKN
BDL,2026-07-21 04:51,63.00,60.00,89.94,3.00,200.00,0.00,10.00,OVC
BDL,2026-07-21 05:51,61.00,59.00,93.13,3.00,180.00,0.00,10.00,OVC
BDL,2026-07-21 06:51,64.00,61.00,89.98,0.00,0.00,0.00,10.00,BKN
BDL,2026-07-21 07:51,67.00,62.00,83.99,4.00,160.00,0.00,10.00,BKN
BDL,2026-07-21 08:51,70.00,64.00,81.29,5.00,150.00,0.00,10.00,FEW
BDL,2026-07-21 09:51,72.00,65.00,78.66,8.00,140.00,0.00,10.00,FEW
BDL,2026-07-21 10:51,73.00,65.00,76.05,9.00,150.00,T,10.00,FEW
BDL,2026-07-21 11:51,70.00,67.00,90.22,7.00,150.00,0.02,5.00,SCT
BDL,2026-07-21 12:51,71.00,69.00,93.41,7.00,140.00,0.15,4.00,BKN
BDL,2026-07-21 13:51,74.00,70.00,87.36,10.00,150.00,0.01,10.00,BKN
BDL,2026-07-21 14:51,72.00,70.00,93.44,8.00,140.00,0.15,3.00,SCT
BDL,2026-07-21 15:51,73.00,71.00,93.47,3.00,140.00,0.29,10.00,OVC
BDL,2026-07-21 16:51,73.00,71.00,93.47,5.00,60.00,T,10.00,FEW
BDL,2026-07-21 17:51,74.00,71.00,90.38,3.00,60.00,T,10.00,FEW
BDL,2026-07-21 18:51,73.00,71.00,93.47,4.00,30.00,0.00,10.00,FEW
BDL,2026-07-21 19:51,73.00,71.00,93.47,4.00,140.00,T,10.00,BKN
BDL,2026-07-21 20:51,73.00,72.00,96.69,5.00,200.00,T,3.00,OVC
BDL,2026-07-21 21:51,73.00,71.00,93.47,5.00,180.00,T,3.00,BKN
BDL,2026-07-21 22:51,72.00,71.00,96.67,5.00,170.00,0.01,3.00,BKN
BDL,2026-07-21 23:51,72.00,71.00,96.67,6.00,180.00,0.00,2.00,SCT
BDL,2026-07-22 00:51,72.00,72.00,100.00,11.00,200.00,0.00,1.50,BKN
BDL,2026-07-22 01:51,72.00,71.00,96.67,6.00,180.00,0.00,7.00,FEW
BDL,2026-07-22 02:51,72.00,70.00,93.44,10.00,180.00,0.00,10.00,FEW
BDL,2026-07-22 03:51,71.00,69.00,93.41,10.00,190.00,0.00,10.00,FEW
BDL,2026-07-22 04:51,70.00,69.00,96.64,6.00,150.00,0.00,10.00,FEW
BDL,2026-07-22 05:51,70.00,69.00,96.64,6.00,180.00,0.00,10.00,FEW
BDL,2026-07-22 06:51,72.00,69.00,90.30,8.00,170.00,0.00,10.00,FEW
BDL,2026-07-22 07:51,72.00,70.00,93.44,10.00,170.00,0.00,10.00,FEW
BDL,2026-07-22 08:51,74.00,69.00,84.43,10.00,210.00,0.00,10.00,FEW
BDL,2026-07-22 09:51,79.00,69.00,71.54,9.00,220.00,0.00,10.00,SCT
BDL,2026-07-22 10:51,81.00,68.00,64.76,7.00,250.00,0.00,10.00,FEW
BDL,2026-07-22 11:51,82.00,65.00,56.51,9.00,250.00,0.00,10.00,SCT
BDL,2026-07-22 12:51,85.00,66.00,53.12,10.00,220.00,0.00,10.00,SCT
BDL,2026-07-22 13:51,85.00,67.00,54.99,10.00,240.00,0.00,10.00,SCT
BDL,2026-07-22 14:51,76.00,67.00,73.73,16.00,190.00,0.01,7.00,BKN
BDL,2026-07-22 15:51,80.00,69.00,69.23,11.00,200.00,T,10.00,FEW
BDL,2026-07-22 16:51,85.00,60.00,43.03,15.00,270.00,0.00,10.00,FEW
BDL,2026-07-22 17:51,82.00,63.00,52.69,8.00,310.00,0.00,10.00,BKN
BDL,2026-07-22 18:51,78.00,58.00,50.27,11.00,320.00,0.00,10.00,SCT
BDL,2026-07-22 19:51,76.00,56.00,49.97,8.00,320.00,0.00,10.00,SCT
BDL,2026-07-22 20:51,72.00,54.00,53.13,8.00,320.00,0.00,10.00,FEW
BDL,2026-07-22 21:51,69.00,55.00,61.02,10.00,330.00,0.00,10.00,FEW
BDL,2026-07-22 22:51,66.00,54.00,65.24,9.00,350.00,0.00,10.00,SCT
BDL,2026-07-22 23:51,65.00,52.00,62.76,3.00,M,0.00,10.00,FEW
BDL,2026-07-23 00:51,63.00,53.00,69.83,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-23 01:51,62.00,54.00,75.03,0.00,0.00,0.00,10.00,BKN
BDL,2026-07-23 02:51,60.00,54.00,80.54,3.00,340.00,0.00,10.00,FEW
BDL,2026-07-23 03:51,59.00,53.00,80.47,6.00,320.00,0.00,10.00,FEW
BDL,2026-07-23 04:51,58.00,53.00,83.40,4.00,10.00,0.00,10.00,FEW
BDL,2026-07-23 05:51,56.00,53.00,89.64,4.00,330.00,0.00,10.00,FEW
BDL,2026-07-23 06:51,59.00,54.00,83.47,4.00,10.00,0.00,10.00,FEW
BDL,2026-07-23 07:51,63.00,53.00,69.83,4.00,20.00,0.00,10.00,FEW
BDL,2026-07-23 08:51,67.00,52.00,58.56,6.00,340.00,0.00,10.00,FEW
BDL,2026-07-23 09:51,70.00,49.00,47.27,6.00,40.00,0.00,10.00,FEW
BDL,2026-07-23 10:51,73.00,49.00,42.70,6.00,M,0.00,10.00,FEW
BDL,2026-07-23 11:51,74.00,50.00,42.86,4.00,270.00,0.00,10.00,FEW
BDL,2026-07-23 12:51,77.00,45.00,32.14,6.00,290.00,0.00,10.00,FEW
BDL,2026-07-23 13:51,78.00,45.00,31.10,11.00,290.00,0.00,10.00,FEW
BDL,2026-07-23 14:51,80.00,47.00,31.41,10.00,290.00,0.00,10.00,FEW
BDL,2026-07-23 15:51,79.00,46.00,31.26,5.00,340.00,0.00,10.00,FEW
BDL,2026-07-23 16:51,79.00,47.00,32.46,9.00,310.00,0.00,10.00,FEW
BDL,2026-07-23 17:51,78.00,48.00,34.83,6.00,330.00,0.00,10.00,FEW
BDL,2026-07-23 18:51,76.00,48.00,37.21,5.00,330.00,0.00,10.00,FEW
BDL,2026-07-23 19:51,73.00,53.00,49.52,4.00,310.00,0.00,10.00,FEW
BDL,2026-07-23 20:51,68.00,55.00,63.15,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-23 21:51,65.00,56.00,72.64,5.00,250.00,0.00,10.00,CLR
BDL,2026-07-23 22:51,63.00,56.00,77.91,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-23 23:51,63.00,55.00,75.13,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-24 00:51,60.00,55.00,83.54,4.00,300.00,0.00,10.00,CLR
BDL,2026-07-24 01:51,56.00,54.00,92.98,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-24 02:51,58.00,54.00,86.51,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-24 03:51,55.00,53.00,92.95,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-24 04:51,54.00,53.00,96.40,3.00,310.00,0.00,10.00,CLR
BDL,2026-07-24 05:51,53.00,52.00,96.39,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-24 06:51,58.00,54.00,86.51,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-24 07:51,61.00,55.00,80.62,3.00,320.00,0.00,10.00,CLR
BDL,2026-07-24 08:51,66.00,56.00,70.16,3.00,10.00,0.00,10.00,CLR
BDL,2026-07-24 09:51,70.00,56.00,61.15,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-24 10:51,75.00,53.00,46.31,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-24 11:51,78.00,50.00,37.53,4.00,M,0.00,10.00,FEW
BDL,2026-07-24 12:51,80.00,51.00,36.48,4.00,20.00,0.00,10.00,FEW
BDL,2026-07-24 13:51,81.00,51.00,35.31,6.00,260.00,0.00,10.00,FEW
BDL,2026-07-24 14:51,81.00,50.00,34.02,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-24 15:51,82.00,51.00,34.18,4.00,M,0.00,10.00,FEW
BDL,2026-07-24 16:51,82.00,50.00,32.94,5.00,190.00,0.00,10.00,FEW
BDL,2026-07-24 17:51,82.00,51.00,34.18,6.00,140.00,0.00,10.00,FEW
BDL,2026-07-24 18:51,79.00,55.00,43.65,11.00,180.00,0.00,10.00,FEW
BDL,2026-07-24 19:51,75.00,54.00,48.04,9.00,170.00,0.00,10.00,FEW
BDL,2026-07-24 20:51,71.00,53.00,52.98,6.00,160.00,0.00,10.00,FEW
BDL,2026-07-24 21:51,69.00,53.00,56.72,5.00,160.00,0.00,10.00,SCT
BDL,2026-07-24 22:51,66.00,55.00,67.66,5.00,180.00,0.00,10.00,FEW
BDL,2026-07-24 23:51,65.00,55.00,70.05,4.00,180.00,0.00,10.00,SCT
BDL,2026-07-25 00:51,64.00,55.00,72.54,4.00,150.00,0.00,10.00,SCT
BDL,2026-07-25 01:51,59.00,55.00,86.57,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-25 02:51,58.00,55.00,89.73,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-25 03:51,56.00,54.00,92.98,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-25 04:51,55.00,53.00,92.95,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-25 05:51,53.00,52.00,96.39,3.00,340.00,0.00,10.00,FEW
BDL,2026-07-25 06:51,59.00,55.00,86.57,3.00,360.00,0.00,10.00,FEW
BDL,2026-07-25 07:51,63.00,56.00,77.91,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-25 08:51,67.00,57.00,70.27,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-25 09:51,73.00,54.00,51.37,3.00,M,0.00,10.00,FEW
BDL,2026-07-25 10:51,76.00,51.00,41.61,3.00,M,0.00,10.00,FEW
BDL,2026-07-25 11:51,77.00,50.00,38.79,3.00,M,0.00,10.00,FEW
BDL,2026-07-25 12:51,78.00,51.00,38.95,3.00,M,0.00,10.00,FEW
BDL,2026-07-25 13:51,82.00,54.00,38.17,7.00,130.00,0.00,10.00,FEW
BDL,2026-07-25 14:51,81.00,53.00,38.01,3.00,M,0.00,10.00,FEW
BDL,2026-07-25 15:51,81.00,54.00,39.43,7.00,200.00,0.00,10.00,SCT
BDL,2026-07-25 16:51,80.00,53.00,39.27,7.00,110.00,0.00,10.00,SCT
BDL,2026-07-25 17:51,81.00,54.00,39.43,7.00,150.00,0.00,10.00,SCT
BDL,2026-07-25 18:51,79.00,53.00,40.57,8.00,140.00,0.00,10.00,BKN
BDL,2026-07-25 19:51,76.00,54.00,46.47,6.00,130.00,0.00,10.00,FEW
BDL,2026-07-25 20:51,72.00,56.00,57.14,7.00,200.00,0.00,10.00,FEW
BDL,2026-07-25 21:51,69.00,56.00,63.27,7.00,190.00,0.00,10.00,FEW
BDL,2026-07-25 22:51,67.00,56.00,67.78,5.00,170.00,0.00,10.00,CLR
BDL,2026-07-25 23:51,66.00,56.00,70.16,0.00,0.00,0.00,10.00,CLR
BDL,2026-07-26 00:51,61.00,56.00,83.60,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-26 01:51,59.00,56.00,89.77,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-26 02:51,57.00,55.00,93.01,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-26 03:51,56.00,55.00,96.44,4.00,10.00,0.00,10.00,FEW
BDL,2026-07-26 04:51,56.00,54.00,92.98,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-26 05:51,57.00,56.00,96.45,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-26 06:51,58.00,56.00,93.04,3.00,300.00,0.00,10.00,FEW
BDL,2026-07-26 07:51,63.00,57.00,80.77,3.00,360.00,0.00,10.00,FEW
BDL,2026-07-26 08:51,67.00,57.00,70.27,4.00,300.00,0.00,10.00,FEW
BDL,2026-07-26 09:51,70.00,55.00,58.97,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-26 10:51,74.00,54.00,49.67,4.00,330.00,0.00,10.00,FEW
BDL,2026-07-26 11:51,76.00,56.00,49.97,4.00,330.00,0.00,10.00,FEW
BDL,2026-07-26 12:51,79.00,54.00,42.09,4.00,30.00,0.00,10.00,FEW
BDL,2026-07-26 13:51,82.00,54.00,38.17,8.00,350.00,0.00,10.00,FEW
BDL,2026-07-26 14:51,84.00,54.00,35.79,10.00,40.00,0.00,10.00,FEW
BDL,2026-07-26 15:51,82.00,52.00,35.47,5.00,30.00,0.00,10.00,FEW
BDL,2026-07-26 16:51,83.00,51.00,33.09,5.00,10.00,0.00,10.00,FEW
BDL,2026-07-26 17:51,83.00,51.00,33.09,5.00,90.00,0.00,10.00,FEW
BDL,2026-07-26 18:51,80.00,53.00,39.27,11.00,130.00,0.00,10.00,FEW
BDL,2026-07-26 19:51,76.00,52.00,43.18,7.00,130.00,0.00,10.00,FEW
BDL,2026-07-26 20:51,74.00,52.00,46.16,3.00,140.00,0.00,10.00,FEW
BDL,2026-07-26 21:51,67.00,56.00,67.78,0.00,0.00,0.00,10.00,BKN
BDL,2026-07-26 22:51,69.00,55.00,61.02,0.00,0.00,0.00,10.00,SCT
BDL,2026-07-26 23:51,66.00,56.00,70.16,0.00,0.00,0.00,10.00,BKN
BDL,2026-07-27 00:51,62.00,57.00,83.67,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-27 01:51,60.00,56.00,86.62,3.00,40.00,0.00,10.00,CLR
BDL,2026-07-27 02:51,58.00,56.00,93.04,3.00,320.00,0.00,10.00,FEW
BDL,2026-07-27 03:51,58.00,55.00,89.73,3.00,20.00,0.00,10.00,FEW
BDL,2026-07-27 04:51,56.00,55.00,96.44,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-27 05:51,58.00,55.00,89.73,3.00,10.00,0.00,10.00,FEW
BDL,2026-07-27 06:51,60.00,56.00,86.62,3.00,350.00,0.00,10.00,FEW
BDL,2026-07-27 07:51,64.00,56.00,75.22,3.00,360.00,0.00,10.00,FEW
BDL,2026-07-27 08:51,69.00,57.00,65.60,3.00,M,0.00,10.00,FEW
BDL,2026-07-27 10:51,76.00,60.00,57.69,0.00,0.00,0.00,10.00,FEW
BDL,2026-07-27 11:51,79.00,62.00,56.09,6.00,210.00,0.00,10.00,FEW
BDL,2026-07-27 12:46,80.60,62.60,54.37,5.00,210.00,0.00,10.00,FEW
BDL,2026-07-27 12:51,81.00,63.00,54.43,4.00,220.00,0.00,10.00,FEW
BDL,2026-07-27 13:51,81.00,62.00,52.55,4.00,230.00,0.00,10.00,FEW
BDL,2026-07-27 14:51,85.00,65.00,51.31,8.00,250.00,0.00,10.00,FEW
BDL,2026-07-27 15:51,83.00,62.00,49.25,8.00,190.00,0.00,10.00,FEW
BDL,2026-07-27 16:51,85.00,64.00,49.55,8.00,200.00,0.00,10.00,FEW
BDL,2026-07-27 17:51,82.00,64.00,54.57,6.00,200.00,0.00,10.00,FEW
BDL,2026-07-27 18:51,81.00,65.00,58.37,9.00,200.00,0.00,10.00,FEW
BDL,2026-07-27 19:51,78.00,67.00,69.01,8.00,190.00,0.00,10.00,FEW
BDL,2026-07-27 20:51,76.00,67.00,73.73,9.00,180.00,0.00,10.00,FEW
BDL,2026-07-27 21:51,74.00,67.00,78.82,6.00,180.00,0.00,10.00,FEW
BDL,2026-07-27 22:51,74.00,67.00,78.82,5.00,200.00,0.00,10.00,FEW
BDL,2026-07-27 23:51,72.00,67.00,84.30,3.00,150.00,0.00,10.00,FEW
BDL,2026-07-28 00:51,70.00,66.00,87.16,4.00,140.00,0.00,10.00,FEW
BDL,2026-07-28 01:51,69.00,66.00,90.18,4.00,190.00,0.00,10.00,FEW
BDL,2026-07-28 02:51,69.00,67.00,93.36,4.00,170.00,0.00,9.00,FEW
BDL,2026-07-28 03:51,69.00,67.00,93.36,4.00,180.00,0.00,9.00,BKN
BDL,2026-07-28 04:51,69.00,67.00,93.36,5.00,230.00,0.00,7.00,SCT
BDL,2026-07-28 05:51,69.00,68.00,96.63,7.00,160.00,0.00,3.00,SCT
BDL,2026-07-28 06:51,71.00,68.00,90.26,6.00,150.00,0.00,3.00,FEW
BDL,2026-07-28 07:51,72.00,68.00,87.26,6.00,230.00,0.00,3.00,FEW
BDL,2026-07-28 08:51,74.00,68.00,81.58,6.00,180.00,0.00,10.00,OVC
BDL,2026-07-28 09:51,77.00,69.00,76.41,6.00,160.00,0.00,10.00,SCT
BDL,2026-07-28 10:51,79.00,69.00,71.54,7.00,200.00,0.00,10.00,BKN
BDL,2026-07-28 11:51,74.00,62.00,66.20,14.00,120.00,0.00,10.00,SCT
BDL,2026-07-28 12:51,71.00,68.00,90.26,10.00,140.00,1.11,4.00,FEW
BDL,2026-07-28 13:51,72.00,69.00,90.30,5.00,40.00,0.39,3.00,FEW
BDL,2026-07-28 14:51,73.00,70.00,90.34,4.00,60.00,0.45,9.00,FEW
BDL,2026-07-28 15:51,75.00,71.00,87.41,0.00,0.00,0.02,10.00,SCT
BDL,2026-07-28 16:51,77.00,69.00,76.41,9.00,170.00,0.00,10.00,FEW
BDL,2026-07-28 17:51,77.00,69.00,76.41,10.00,170.00,0.00,10.00,FEW
BDL,2026-07-28 18:51,76.00,69.00,78.98,10.00,180.00,0.00,10.00,SCT
BDL,2026-07-28 19:51,75.00,68.00,78.90,13.00,150.00,0.00,10.00,SCT
BDL,2026-07-28 20:51,73.00,67.00,81.51,9.00,160.00,0.00,10.00,SCT
BDL,2026-07-28 21:51,73.00,67.00,81.51,7.00,160.00,0.00,10.00,SCT
BDL,2026-07-28 22:51,73.00,66.00,78.74,8.00,160.00,0.00,10.00,BKN
BDL,2026-07-28 23:51,72.00,67.00,84.30,6.00,120.00,0.00,10.00,BKN
BDL,2026-07-29 00:51,72.00,67.00,84.30,8.00,130.00,0.00,10.00,BKN
BDL,2026-07-29 01:51,72.00,67.00,84.30,12.00,130.00,0.00,10.00,FEW
BDL,2026-07-29 02:51,72.00,66.00,81.44,11.00,130.00,T,10.00,BKN
BDL,2026-07-29 03:51,71.00,65.00,81.37,9.00,120.00,0.00,10.00,FEW
BDL,2026-07-29 04:51,71.00,64.00,78.57,9.00,110.00,0.00,10.00,FEW
BDL,2026-07-29 05:51,71.00,63.00,75.87,9.00,100.00,0.00,10.00,BKN
BDL,2026-07-29 06:51,71.00,62.00,73.24,9.00,130.00,0.00,10.00,BKN
BDL,2026-07-29 07:51,68.00,64.00,87.05,7.00,90.00,0.01,6.00,FEW
BDL,2026-07-29 08:51,67.00,65.00,93.30,8.00,50.00,0.07,7.00,FEW
BDL,2026-07-29 09:51,67.00,65.00,93.30,11.00,50.00,0.23,3.00,SCT
BDL,2026-07-29 10:51,67.00,66.00,96.60,10.00,40.00,0.28,3.00,FEW
BDL,2026-07-29 11:51,68.00,67.00,96.61,16.00,120.00,0.36,3.00,SCT
